Latitude (decimal degrees):	51.339
Longitude (decimal degrees):	-1.262
Elevation (m):	98
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 15 deg. 
Nominal power of the PV system (c-Si) (kWp):	3.2
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050723:0610,63.62,37.84,15.51,15.38,0.34,0.0
20050723:0710,194.08,89.87,24.79,15.57,0.14,0.0
20050723:0810,666.82,272.06,34.12,16.43,0.48,0.0
20050723:0910,718.08,291.02,43.04,17.0,0.9,0.0
20050723:1010,462.53,192.98,50.89,17.7,1.17,0.0
20050723:1110,803.58,325.55,56.6,18.12,1.52,0.0
20050723:1210,544.48,225.14,58.77,18.89,1.72,0.0
20050723:1310,1022.27,414.45,56.65,19.65,2.14,0.0
20050723:1410,1054.37,427.84,50.98,20.02,2.14,0.0
20050723:1510,1093.28,445.02,43.15,20.76,2.0,0.0
20050723:1610,934.08,379.31,34.24,20.9,2.21,0.0
20050723:1710,498.72,208.91,24.91,20.77,2.48,0.0
20050723:1810,300.58,134.0,15.63,19.48,2.69,0.0
20050723:1910,75.01,52.82,6.75,18.89,2.28,0.0
20050723:2010,0.0,0.0,0.0,17.94,2.0,0.0
20050723:2110,0.0,0.0,0.0,16.91,1.93,0.0
20050723:2210,0.0,0.0,0.0,15.98,2.0,0.0
20050723:2310,0.0,0.0,0.0,15.48,1.79,0.0
20050724:0010,0.0,0.0,0.0,14.96,1.86,0.0
20050724:0110,0.0,0.0,0.0,14.61,2.0,0.0
20050724:0210,0.0,0.0,0.0,14.64,2.14,0.0
20050724:0310,0.0,0.0,0.0,14.58,2.48,0.0
20050724:0410,0.0,0.0,0.0,14.59,2.9,0.0
20050724:0510,0.0,2.72,6.47,14.67,3.38,0.0
20050724:0610,13.02,14.19,15.35,14.85,3.72,0.0
20050724:0710,223.39,100.27,24.63,14.98,3.72,0.0
20050724:0810,188.0,87.03,33.96,15.46,4.0,0.0
20050724:0910,255.46,112.57,42.87,15.89,4.97,0.0
20050724:1010,199.78,91.76,50.71,16.5,5.79,0.0
20050724:1110,313.89,134.33,56.4,16.02,5.66,0.0
20050724:1210,323.52,138.11,58.56,16.52,6.21,0.0
20050724:1310,965.18,382.33,56.46,17.23,4.21,0.0
20050724:1410,404.19,170.28,50.81,18.85,4.28,0.0
20050724:1510,1136.03,450.71,42.99,19.55,5.1,0.0
20050724:1610,655.36,264.57,34.09,19.36,5.59,0.0
20050724:1710,1068.13,426.49,24.76,18.76,5.79,0.0
20050724:1810,431.26,189.68,15.48,18.26,4.97,0.0
20050724:1910,63.97,49.07,6.59,17.54,4.9,0.0
20050724:2010,0.0,0.0,0.0,16.76,4.76,0.0
20050724:2110,0.0,0.0,0.0,16.71,5.24,0.0
20050724:2210,0.0,0.0,0.0,16.44,5.03,0.0
20050724:2310,0.0,0.0,0.0,15.79,5.24,0.0
20050725:0010,0.0,0.0,0.0,15.2,4.83,0.0
20050725:0110,0.0,0.0,0.0,15.35,4.28,0.0
20050725:0210,0.0,0.0,0.0,15.23,3.24,0.0
20050725:0310,0.0,0.0,0.0,15.14,1.66,0.0
20050725:0410,0.0,0.0,0.0,14.97,0.76,0.0
20050725:0510,24.06,19.91,6.3,14.85,1.59,0.0
20050725:0610,138.94,68.82,15.19,15.05,2.97,0.0
20050725:0710,199.87,91.76,24.47,15.8,3.1,0.0
20050725:0810,194.05,89.87,33.79,16.67,3.03,0.0
20050725:0910,284.06,123.92,42.7,16.68,3.45,0.0
20050725:1010,244.9,108.79,50.52,16.15,4.41,0.0
20050725:1110,308.45,132.44,56.19,16.05,4.97,0.0
20050725:1210,336.32,142.84,58.35,16.09,4.9,0.0
20050725:1310,320.99,137.17,56.25,16.09,4.76,0.0
20050725:1410,320.42,137.17,50.63,16.46,4.76,0.0
20050725:1510,438.91,181.63,42.83,16.86,4.69,0.0
20050725:1610,553.57,224.93,33.93,17.31,4.28,0.0
20050725:1710,299.1,129.87,24.61,17.29,3.72,0.0
20050725:1810,188.58,88.02,15.32,16.97,3.24,0.0
20050725:1910,72.38,41.65,6.43,15.37,3.03,0.0
20050725:2010,0.0,0.0,0.0,14.98,2.48,0.0
20050725:2110,0.0,0.0,0.0,14.7,1.93,0.0
20050725:2210,0.0,0.0,0.0,14.39,1.72,0.0
20050725:2310,0.0,0.0,0.0,14.15,1.45,0.0
20050726:0010,0.0,0.0,0.0,13.87,1.17,0.0
20050726:0110,0.0,0.0,0.0,13.54,1.24,0.0
20050726:0210,0.0,0.0,0.0,13.4,1.24,0.0
20050726:0310,0.0,0.0,0.0,13.28,1.38,0.0
20050726:0410,0.0,0.0,0.0,12.94,1.66,0.0
20050726:0510,0.0,4.53,6.13,12.82,1.59,0.0
20050726:0610,105.82,54.75,15.02,13.42,1.79,0.0
20050726:0710,127.42,63.38,24.31,14.05,2.21,0.0
20050726:0810,649.06,260.41,33.63,14.83,2.55,0.0
20050726:0910,772.29,307.0,42.53,15.6,2.76,0.0
20050726:1010,407.23,170.28,50.33,16.67,2.9,0.0
20050726:1110,997.82,398.35,55.99,17.22,2.62,0.0
20050726:1210,972.54,389.39,58.13,17.5,2.48,0.0
20050726:1310,706.85,285.84,56.05,17.87,2.48,0.0
20050726:1410,799.74,321.8,50.44,17.97,2.55,0.0
20050726:1510,256.38,114.46,42.66,18.46,2.76,0.0
20050726:1610,416.86,175.36,33.77,18.59,2.83,0.0
20050726:1710,316.96,137.45,24.45,18.38,2.76,0.0
20050726:1810,168.29,80.41,15.16,17.99,2.9,0.0
20050726:1910,48.29,31.22,6.26,15.96,3.03,0.0
20050726:2010,0.0,0.0,0.0,15.43,3.31,0.0
20050726:2110,0.0,0.0,0.0,14.93,3.52,0.0
20050726:2210,0.0,0.0,0.0,14.48,3.79,0.0
20050726:2310,0.0,0.0,0.0,13.85,3.72,0.0
20050727:0010,0.0,0.0,0.0,13.25,3.66,0.0
20050727:0110,0.0,0.0,0.0,12.75,3.52,0.0
20050727:0210,0.0,0.0,0.0,12.71,3.59,0.0
20050727:0310,0.0,0.0,0.0,12.72,3.72,0.0
20050727:0410,0.0,0.0,0.0,12.7,4.0,0.0
20050727:0510,7.39,10.86,5.95,12.67,4.07,0.0
20050727:0610,48.16,30.77,14.85,12.66,4.14,0.0
20050727:0710,165.54,77.57,24.14,12.75,4.21,0.0
20050727:0810,210.85,94.6,33.46,13.01,5.66,0.0
20050727:0910,374.62,155.14,42.35,13.44,5.59,0.0
20050727:1010,252.99,110.68,50.14,13.85,5.17,0.0
20050727:1110,476.99,193.93,55.77,14.63,4.69,0.0
20050727:1210,520.8,210.95,57.91,15.35,4.34,0.0
20050727:1310,333.38,141.9,55.84,15.99,3.93,0.0
20050727:1410,231.26,104.06,50.25,16.79,3.38,0.0
20050727:1510,193.47,89.87,42.48,17.08,2.41,0.0
20050727:1610,225.25,102.17,33.6,17.39,2.34,0.0
20050727:1710,65.28,38.79,24.28,17.32,2.41,0.0
20050727:1810,78.91,44.46,14.99,16.89,2.41,0.0
20050727:1910,52.61,33.11,6.08,15.81,2.97,0.0
20050727:2010,0.0,0.0,0.0,15.81,2.69,0.0
20050727:2110,0.0,0.0,0.0,15.77,2.55,0.0
20050727:2210,0.0,0.0,0.0,15.73,2.41,0.0
20050727:2310,0.0,0.0,0.0,15.71,2.41,0.0
20050728:0010,0.0,0.0,0.0,15.55,2.34,0.0
20050728:0110,0.0,0.0,0.0,15.43,2.48,0.0
20050728:0210,0.0,0.0,0.0,15.32,2.83,0.0
20050728:0310,0.0,0.0,0.0,15.49,2.48,0.0
20050728:0410,0.0,0.0,0.0,15.6,2.55,0.0
20050728:0510,1.86,7.24,5.77,15.83,2.48,0.0
20050728:0610,33.22,24.44,14.68,16.57,2.21,0.0
20050728:0710,93.06,50.14,23.97,16.35,4.07,0.0
20050728:0810,335.68,143.67,33.29,17.71,4.62,0.0
20050728:0910,799.87,320.48,42.17,18.91,4.14,0.0
20050728:1010,905.41,362.68,49.94,19.98,4.62,0.0
20050728:1110,1094.94,440.32,55.56,21.33,4.69,0.0
20050728:1210,348.99,151.36,57.68,21.95,4.83,0.0
20050728:1310,591.04,244.06,55.62,22.17,5.24,0.0
20050728:1410,497.82,208.12,50.05,22.35,6.07,0.0
20050728:1510,998.75,398.76,42.29,22.15,7.24,0.0
20050728:1610,1206.66,477.43,33.42,21.47,7.45,0.0
20050728:1710,502.56,208.32,24.11,20.71,6.83,0.0
20050728:1810,264.35,118.97,14.81,19.43,6.28,0.0
20050728:1910,63.52,45.19,5.9,18.67,5.1,0.0
20050728:2010,0.0,0.0,0.0,17.13,4.34,0.0
20050728:2110,0.0,0.0,0.0,15.93,3.86,0.0
20050728:2210,0.0,0.0,0.0,15.11,3.59,0.0
20050728:2310,0.0,0.0,0.0,14.65,3.52,0.0
20050729:0010,0.0,0.0,0.0,14.41,3.52,0.0
20050729:0110,0.0,0.0,0.0,14.33,3.38,0.0
20050729:0210,0.0,0.0,0.0,14.29,3.38,0.0
20050729:0310,0.0,0.0,0.0,14.41,3.38,0.0
20050729:0410,0.0,0.0,0.0,14.32,3.17,0.0
20050729:0510,10.34,12.67,5.59,14.34,3.17,0.0
20050729:0610,136.26,66.97,14.5,14.76,3.17,0.0
20050729:0710,439.17,197.5,23.8,15.81,4.21,0.0
20050729:0810,709.22,283.98,33.11,16.63,4.62,0.0
20050729:0910,750.18,298.6,41.98,17.37,4.9,0.0
20050729:1010,325.06,140.0,49.74,18.35,4.9,0.0
20050729:1110,560.0,228.93,55.34,18.87,4.76,0.0
20050729:1210,1224.32,487.71,57.45,19.03,4.55,0.0
20050729:1310,1318.05,525.91,55.39,19.36,4.69,0.0
20050729:1410,892.38,357.06,49.84,19.44,4.55,0.0
20050729:1510,853.63,341.92,42.1,19.7,4.55,0.0
20050729:1610,737.15,296.7,33.24,19.5,4.34,0.0
20050729:1710,521.7,215.21,23.93,18.99,3.93,0.0
20050729:1810,490.62,222.28,14.63,18.45,3.59,0.0
20050729:1910,14.08,23.01,5.71,17.7,2.9,0.0
20050729:2010,0.0,0.0,0.0,16.59,2.48,0.0
20050729:2110,0.0,0.0,0.0,15.59,2.14,0.0
20050729:2210,0.0,0.0,0.0,14.63,2.21,0.0
20050729:2310,0.0,0.0,0.0,13.92,2.21,0.0
20050730:0010,0.0,0.0,0.0,13.54,2.0,0.0
20050730:0110,0.0,0.0,0.0,13.23,1.86,0.0
20050730:0210,0.0,0.0,0.0,12.54,1.93,0.0
20050730:0310,0.0,0.0,0.0,12.23,1.79,0.0
20050730:0410,0.0,0.0,0.0,11.92,1.93,0.0
20050730:0510,1.95,7.24,5.4,11.74,2.0,0.0
20050730:0610,87.04,47.06,14.33,12.63,1.93,0.0
20050730:0710,316.29,135.61,23.62,14.04,3.59,0.0
20050730:0810,580.61,234.27,32.93,15.11,3.03,0.0
20050730:0910,863.33,341.96,41.8,16.17,3.17,0.0
20050730:1010,560.7,228.17,49.54,17.32,3.72,0.0
20050730:1110,708.99,283.98,55.11,16.88,3.66,0.0
20050730:1210,578.53,234.6,57.21,17.25,4.14,0.0
20050730:1310,641.41,258.63,55.16,17.19,3.72,0.0
20050730:1410,1389.98,548.52,49.63,16.18,3.93,0.0
20050730:1510,1682.14,674.34,41.91,17.26,3.59,0.0
20050730:1610,912.93,360.89,33.06,16.99,3.72,0.0
20050730:1710,278.78,122.03,23.75,16.82,3.31,0.0
20050730:1810,170.14,80.49,14.45,15.53,2.83,0.0
20050730:1910,23.9,19.87,5.52,15.36,2.76,0.0
20050730:2010,0.0,0.0,0.0,15.05,3.03,0.0
20050730:2110,0.0,0.0,0.0,14.61,2.48,0.0
20050730:2210,0.0,0.0,0.0,14.21,2.21,0.0
20050730:2310,0.0,0.0,0.0,13.87,2.21,0.0
20050731:0010,0.0,0.0,0.0,13.28,2.21,0.0
20050731:0110,0.0,0.0,0.0,13.02,2.07,0.0
20050731:0210,0.0,0.0,0.0,12.93,2.0,0.0
20050731:0310,0.0,0.0,0.0,12.75,1.93,0.0
20050731:0410,0.0,0.0,0.0,12.69,1.79,0.0
20050731:0510,0.0,4.53,5.22,12.64,1.59,0.0
20050731:0610,130.24,64.26,14.15,13.13,2.07,0.0
20050731:0710,374.75,160.24,23.45,13.88,1.66,0.0
20050731:0810,498.59,203.79,32.76,14.97,2.07,0.0
20050731:0910,480.58,197.86,41.61,16.44,2.41,0.0
20050731:1010,483.87,199.6,49.33,16.94,2.41,0.0
20050731:1110,1088.1,435.34,54.88,17.27,2.28,0.0
20050731:1210,1107.9,444.71,56.97,17.54,2.14,0.0
20050731:1310,891.46,358.7,54.93,17.51,1.79,0.0
20050731:1410,353.7,151.36,49.41,17.68,1.45,0.0
20050731:1510,560.42,230.71,41.71,17.84,1.1,0.0
20050731:1610,667.78,271.32,32.86,17.56,1.17,0.0
20050731:1710,289.7,127.07,23.56,17.33,0.76,0.0
20050731:1810,383.78,171.07,14.25,16.94,0.83,0.0
20050731:1910,72.83,42.25,5.32,16.41,0.76,0.0
20050731:2010,0.0,0.0,0.0,16.07,0.9,0.0
20050731:2110,0.0,0.0,0.0,15.78,1.1,0.0
20050731:2210,0.0,0.0,0.0,15.36,1.31,0.0
20050731:2310,0.0,0.0,0.0,14.51,1.66,0.0
20050801:0010,0.0,0.0,0.0,14.03,1.86,0.0
20050801:0110,0.0,0.0,0.0,13.81,1.86,0.0
20050801:0210,0.0,0.0,0.0,13.63,1.72,0.0
20050801:0310,0.0,0.0,0.0,13.31,1.72,0.0
20050801:0410,0.0,0.0,0.0,13.08,1.72,0.0
20050801:0510,0.0,2.72,5.03,12.96,1.72,0.0
20050801:0610,134.66,66.07,13.96,13.38,1.66,0.0
20050801:0710,361.95,154.97,23.27,14.1,1.93,0.0
20050801:0810,528.99,214.67,32.57,14.52,2.34,0.0
20050801:0910,698.66,279.2,41.42,15.49,2.41,0.0
20050801:1010,870.72,346.49,49.12,16.0,2.28,0.0
20050801:1110,1278.66,512.98,54.64,16.95,2.14,0.0
20050801:1210,1361.6,551.89,56.72,17.98,2.0,0.0
20050801:1310,1343.01,545.41,54.69,18.93,2.21,0.0
20050801:1410,1110.14,445.97,49.19,19.02,2.83,0.0
20050801:1510,687.01,278.23,41.5,18.89,3.24,0.0
20050801:1610,896.67,357.99,32.67,18.53,3.24,0.0
20050801:1710,249.25,111.63,23.36,18.24,2.9,0.0
20050801:1810,358.3,159.95,14.06,18.2,2.55,0.0
20050801:1910,47.68,31.22,5.11,17.96,1.1,0.0
20050801:2010,0.0,0.0,0.0,16.77,1.1,0.0
20050801:2110,0.0,0.0,0.0,15.31,1.38,0.0
20050801:2210,0.0,0.0,0.0,14.63,1.38,0.0
20050801:2310,0.0,0.0,0.0,14.09,1.66,0.0
20050802:0010,0.0,0.0,0.0,13.21,1.86,0.0
20050802:0110,0.0,0.0,0.0,12.59,1.72,0.0
20050802:0210,0.0,0.0,0.0,11.96,1.59,0.0
20050802:0310,0.0,0.0,0.0,11.63,1.31,0.0
20050802:0410,0.0,0.0,0.0,11.18,1.17,0.0
20050802:0510,0.0,4.53,4.83,10.82,1.52,0.0
20050802:0610,123.71,61.54,13.78,12.21,1.17,0.0
20050802:0710,334.62,143.9,23.09,14.13,1.59,0.0
20050802:0810,478.5,197.46,32.39,15.96,1.52,0.0
20050802:0910,681.66,276.35,41.22,17.34,1.45,0.0
20050802:1010,1108.93,447.58,48.9,18.2,1.59,0.0
20050802:1110,1495.49,614.29,54.41,19.32,1.86,0.0
20050802:1210,2182.85,937.62,56.47,20.02,2.34,0.0
20050802:1310,2370.91,1034.14,54.44,20.72,2.62,0.0
20050802:1410,2293.18,985.43,48.96,21.03,3.03,0.0
20050802:1510,1365.5,554.4,41.29,21.3,3.24,0.0
20050802:1610,182.34,87.03,32.46,21.4,3.38,0.0
20050802:1710,409.66,174.42,23.16,21.02,3.38,0.0
20050802:1810,495.87,231.73,13.85,20.32,3.17,0.0
20050802:1910,67.78,41.05,4.9,19.04,2.97,0.0
20050802:2010,0.0,0.0,0.0,17.3,2.76,0.0
20050802:2110,0.0,0.0,0.0,15.87,2.69,0.0
20050802:2210,0.0,0.0,0.0,14.78,2.76,0.0
20050802:2310,0.0,0.0,0.0,14.17,2.97,0.0
20050803:0010,0.0,0.0,0.0,13.81,2.97,0.0
20050803:0110,0.0,0.0,0.0,13.52,2.97,0.0
20050803:0210,0.0,0.0,0.0,13.41,2.97,0.0
20050803:0310,0.0,0.0,0.0,13.76,3.31,0.0
20050803:0410,0.0,0.0,0.0,14.06,3.52,0.0
20050803:0510,0.0,2.72,4.64,14.47,3.52,0.0
20050803:0610,124.64,62.45,13.59,14.82,3.1,0.0
20050803:0710,418.82,193.38,22.91,15.49,4.21,0.0
20050803:0810,953.12,381.43,32.2,16.5,4.34,0.0
20050803:0910,1580.38,625.45,41.02,17.4,4.34,0.0
20050803:1010,1949.92,782.39,48.68,18.41,5.03,0.0
20050803:1110,1868.16,750.37,54.16,19.08,5.52,0.0
20050803:1210,1301.15,515.84,56.21,19.28,5.72,0.0
20050803:1310,1781.6,713.36,54.19,19.16,5.79,0.0
20050803:1410,2056.67,832.38,48.72,19.48,5.86,0.0
20050803:1510,2115.52,856.21,41.07,19.51,5.79,0.0
20050803:1610,1474.21,584.13,32.25,19.71,5.79,0.0
20050803:1710,817.5,329.18,22.96,19.2,5.1,0.0
20050803:1810,513.63,239.71,13.65,18.57,4.0,0.0
20050803:1910,12.03,17.3,4.69,17.92,3.72,0.0
20050803:2010,0.0,0.0,0.0,16.8,3.31,0.0
20050803:2110,0.0,0.0,0.0,15.89,3.24,0.0
20050803:2210,0.0,0.0,0.0,14.97,3.1,0.0
20050803:2310,0.0,0.0,0.0,14.07,2.97,0.0
20050804:0010,0.0,0.0,0.0,13.45,2.83,0.0
20050804:0110,0.0,0.0,0.0,13.08,2.76,0.0
20050804:0210,0.0,0.0,0.0,12.77,2.76,0.0
20050804:0310,0.0,0.0,0.0,12.58,2.69,0.0
20050804:0410,0.0,0.0,0.0,12.29,2.62,0.0
20050804:0510,0.0,0.91,4.44,12.01,2.62,0.0
20050804:0610,137.5,66.97,13.41,12.77,2.34,0.0
20050804:0710,412.7,188.31,22.72,14.33,2.83,0.0
20050804:0810,591.01,238.84,32.01,15.57,3.03,0.0
20050804:0910,1023.33,404.7,40.82,16.61,3.1,0.0
20050804:1010,1658.94,664.02,48.46,17.62,3.72,0.0
20050804:1110,960.48,382.46,53.92,18.47,4.21,0.0
20050804:1210,1476.32,591.65,55.95,18.85,4.14,0.0
20050804:1310,2434.88,1029.58,53.93,19.3,4.07,0.0
20050804:1410,1505.76,604.67,48.48,19.59,4.28,0.0
20050804:1510,1560.93,623.52,40.84,19.54,4.83,0.0
20050804:1610,954.53,378.91,32.04,19.26,4.9,0.0
20050804:1710,282.88,124.27,22.75,18.46,4.34,0.0
20050804:1810,33.38,24.6,13.43,17.64,3.31,0.0
20050804:1910,29.54,22.7,4.47,16.82,2.97,0.0
20050804:2010,0.0,0.0,0.0,16.12,2.9,0.0
20050804:2110,0.0,0.0,0.0,15.7,3.17,0.0
20050804:2210,0.0,0.0,0.0,15.43,3.24,0.0
20050804:2310,0.0,0.0,0.0,15.14,3.45,0.0
20050805:0010,0.0,0.0,0.0,14.88,3.79,0.0
20050805:0110,0.0,0.0,0.0,14.73,4.21,0.0
20050805:0210,0.0,0.0,0.0,14.4,4.55,0.0
20050805:0310,0.0,0.0,0.0,14.19,4.97,0.0
20050805:0410,0.0,0.0,0.0,14.33,5.45,0.0
20050805:0510,0.0,2.72,4.24,14.54,5.52,0.0
20050805:0610,90.59,48.87,13.21,15.08,5.1,0.0
20050805:0710,252.13,111.83,22.53,15.84,4.62,0.0
20050805:0810,602.78,243.26,31.82,16.94,5.45,0.0
20050805:0910,414.59,173.11,40.62,17.79,5.17,0.0
20050805:1010,517.25,211.9,48.24,18.38,5.66,0.0
20050805:1110,1888.86,761.28,53.67,19.01,5.1,0.0
20050805:1210,736.86,296.99,55.68,19.7,5.17,0.0
20050805:1310,1657.86,667.2,53.67,20.45,5.38,0.0
20050805:1410,1716.35,691.33,48.24,20.72,5.52,0.0
20050805:1510,1869.25,755.08,40.61,20.6,5.45,0.0
20050805:1610,1610.88,643.93,31.82,20.34,5.38,0.0
20050805:1710,1071.42,432.27,22.53,19.52,5.03,0.0
20050805:1810,515.71,243.25,13.21,18.64,4.28,0.0
20050805:1910,39.65,28.2,4.24,17.75,4.07,0.0
20050805:2010,0.0,0.0,0.0,16.45,3.45,0.0
20050805:2110,0.0,0.0,0.0,15.27,2.97,0.0
20050805:2210,0.0,0.0,0.0,14.12,2.55,0.0
20050805:2310,0.0,0.0,0.0,13.28,2.34,0.0
20050806:0010,0.0,0.0,0.0,12.81,2.34,0.0
20050806:0110,0.0,0.0,0.0,12.5,2.48,0.0
20050806:0210,0.0,0.0,0.0,12.05,2.55,0.0
20050806:0310,0.0,0.0,0.0,11.69,2.48,0.0
20050806:0410,0.0,0.0,0.0,11.46,2.34,0.0
20050806:0510,0.0,1.81,4.04,11.77,2.21,0.0
20050806:0610,13.73,14.48,13.02,12.55,1.93,0.0
20050806:0710,390.43,169.74,22.34,13.49,2.07,0.0
20050806:0810,501.79,204.77,31.63,14.85,2.34,0.0
20050806:0910,622.34,250.21,40.41,15.66,2.69,0.0
20050806:1010,597.57,240.95,48.01,16.62,4.21,0.0
20050806:1110,812.61,322.98,53.41,17.49,4.83,0.0
20050806:1210,719.9,288.12,55.41,17.84,5.03,0.0
20050806:1310,1777.44,709.03,53.4,17.41,5.03,0.0
20050806:1410,922.08,363.23,47.98,16.67,4.83,0.0
20050806:1510,1155.42,451.84,40.38,16.22,4.62,0.0
20050806:1610,1192.35,466.18,31.59,15.94,4.21,0.0
20050806:1710,456.48,188.01,22.31,16.05,4.0,0.0
20050806:1810,447.17,203.13,12.99,15.81,3.38,0.0
20050806:1910,57.5,35.3,4.01,16.3,2.55,0.0
20050806:2010,0.0,0.0,0.0,15.65,2.21,0.0
20050806:2110,0.0,0.0,0.0,15.01,2.14,0.0
20050806:2210,0.0,0.0,0.0,14.45,2.28,0.0
20050806:2310,0.0,0.0,0.0,14.03,2.34,0.0
20050807:0010,0.0,0.0,0.0,13.71,2.69,0.0
20050807:0110,0.0,0.0,0.0,12.92,2.9,0.0
20050807:0210,0.0,0.0,0.0,12.13,2.9,0.0
20050807:0310,0.0,0.0,0.0,11.24,2.9,0.0
20050807:0410,0.0,0.0,0.0,10.48,2.83,0.0
20050807:0510,0.0,0.0,0.0,9.94,2.9,0.0
20050807:0610,104.06,53.4,12.83,10.54,2.76,0.0
20050807:0710,406.43,192.9,22.15,12.01,3.66,0.0
20050807:0810,1003.94,396.94,31.43,13.66,4.55,0.0
20050807:0910,1331.97,519.14,40.2,14.85,4.14,0.0
20050807:1010,1848.61,737.4,47.78,16.05,4.0,0.0
20050807:1110,1668.22,665.87,53.15,16.56,3.86,0.0
20050807:1210,1855.23,750.08,55.14,17.11,3.86,0.0
20050807:1310,1893.12,769.0,53.12,17.75,3.93,0.0
20050807:1410,2050.72,840.51,47.73,18.22,4.0,0.0
20050807:1510,1425.86,567.57,40.14,18.43,4.07,0.0
20050807:1610,1147.71,454.94,31.36,18.49,4.0,0.0
20050807:1710,857.89,345.96,22.08,18.32,3.72,0.0
20050807:1810,428.38,196.13,12.76,17.9,3.03,0.0
20050807:1910,63.55,38.01,3.77,17.06,2.48,0.0
20050807:2010,0.0,0.0,0.0,15.73,2.41,0.0
20050807:2110,0.0,0.0,0.0,14.79,2.48,0.0
20050807:2210,0.0,0.0,0.0,13.86,2.48,0.0
20050807:2310,0.0,0.0,0.0,13.25,2.28,0.0
20050808:0010,0.0,0.0,0.0,12.38,2.07,0.0
20050808:0110,0.0,0.0,0.0,11.29,2.07,0.0
20050808:0210,0.0,0.0,0.0,10.36,2.07,0.0
20050808:0310,0.0,0.0,0.0,9.63,2.07,0.0
20050808:0410,0.0,0.0,0.0,9.1,2.14,0.0
20050808:0510,0.0,0.0,0.0,8.81,2.14,0.0
20050808:0610,113.6,57.02,12.63,9.85,1.86,0.0
20050808:0710,397.95,190.04,21.96,12.05,1.86,0.0
20050808:0810,990.69,398.47,31.23,13.75,1.72,0.0
20050808:0910,1541.47,617.66,39.99,15.43,1.93,0.0
20050808:1010,1971.17,810.54,47.54,16.8,2.41,0.0
20050808:1110,2222.56,924.28,52.89,18.1,3.52,0.0
20050808:1210,2287.39,961.81,54.86,18.83,3.59,0.0
20050808:1310,2312.9,979.51,52.85,19.44,3.52,0.0
20050808:1410,2319.36,983.96,47.47,19.58,3.38,0.0
20050808:1510,2020.61,839.46,39.89,19.6,3.17,0.0
20050808:1610,1695.2,694.15,31.13,19.79,2.9,0.0
20050808:1710,1128.77,464.6,21.85,19.66,2.41,0.0
20050808:1810,496.42,239.28,12.53,19.26,1.31,0.0
20050808:1910,56.64,35.3,3.53,18.96,2.07,0.0
20050808:2010,0.0,0.0,0.0,16.97,2.21,0.0
20050808:2110,0.0,0.0,0.0,15.42,2.21,0.0
20050808:2210,0.0,0.0,0.0,14.36,2.21,0.0
20050808:2310,0.0,0.0,0.0,13.44,2.28,0.0
20050809:0010,0.0,0.0,0.0,12.66,2.28,0.0
20050809:0110,0.0,0.0,0.0,12.07,2.21,0.0
20050809:0210,0.0,0.0,0.0,11.43,2.14,0.0
20050809:0310,0.0,0.0,0.0,10.86,2.14,0.0
20050809:0410,0.0,0.0,0.0,10.39,2.21,0.0
20050809:0510,0.0,0.0,0.0,10.07,2.21,0.0
20050809:0610,92.35,48.87,12.43,10.91,1.86,0.0
20050809:0710,387.84,185.07,21.76,13.93,2.28,0.0
20050809:0810,138.4,68.11,31.03,15.77,2.62,0.0
20050809:0910,1494.56,599.22,39.77,17.46,2.62,0.0
20050809:1010,1897.66,782.74,47.3,18.8,2.62,0.0
20050809:1110,2227.87,951.8,52.63,19.96,2.62,0.0
20050809:1210,2239.65,1043.03,54.57,20.9,0.0,0.0
20050809:1310,2254.88,1058.39,52.56,21.56,0.0,0.0
20050809:1410,2264.8,983.73,47.2,22.08,2.69,0.0
20050809:1510,2048.64,870.79,39.64,22.3,2.83,0.0
20050809:1610,1572.93,648.6,30.89,22.27,2.9,0.0
20050809:1710,993.12,410.84,21.61,22.09,2.83,0.0
20050809:1810,436.45,208.54,12.29,21.46,1.79,0.0
20050809:1910,54.11,34.39,3.29,20.6,2.07,0.0
20050809:2010,0.0,0.0,0.0,18.98,2.41,0.0
20050809:2110,0.0,0.0,0.0,17.62,2.48,0.0
20050809:2210,0.0,0.0,0.0,16.73,2.76,0.0
20050809:2310,0.0,0.0,0.0,16.17,2.9,0.0
20050810:0010,0.0,0.0,0.0,15.36,3.1,0.0
20050810:0110,0.0,0.0,0.0,14.58,3.1,0.0
20050810:0210,0.0,0.0,0.0,13.96,3.03,0.0
20050810:0310,0.0,0.0,0.0,13.42,2.76,0.0
20050810:0410,0.0,0.0,0.0,12.89,2.48,0.0
20050810:0510,0.0,0.0,0.0,12.49,2.28,0.0
20050810:0610,104.9,54.3,12.23,13.13,2.0,0.0
20050810:0710,363.23,160.25,21.57,14.93,2.21,0.0
20050810:0810,699.3,282.3,30.83,16.68,3.1,0.0
20050810:0910,858.08,343.26,39.56,18.18,2.97,0.0
20050810:1010,1095.2,440.03,47.06,19.34,2.76,0.0
20050810:1110,1615.07,660.26,52.36,19.98,2.97,0.0
20050810:1210,390.88,166.49,54.28,20.12,3.31,0.0
20050810:1310,1003.49,404.15,52.28,20.2,3.45,0.0
20050810:1410,840.67,339.99,46.93,20.61,3.59,0.0
20050810:1510,894.78,360.64,39.38,20.69,3.59,0.0
20050810:1610,864.96,348.73,30.64,20.86,3.59,0.0
20050810:1710,863.3,353.64,21.37,20.72,3.17,0.0
